char,x,y,width,height,char_idx_in_line,line_idx,page,word
s,1249.0,219,13.0,21,108,0,page_1_practice,needs.
.,1262.0,219,13.0,21,109,0,page_1_practice,needs.
W,-155.0,-212,13.0,21,0,0,page_2_practice,What
h,-142.0,-212,13.0,21,1,0,page_2_practice,What
a,-129.0,-212,13.0,21,2,0,page_2_practice,What
t,-116.0,-212,13.0,21,3,0,page_2_practice,What
 ,-103.0,-212,13.0,21,4,0,page_2_practice,
C,-90.0,-212,13.0,21,5,0,page_2_practice,Can
a,-77.0,-212,13.0,21,6,0,page_2_practice,Can
n,-64.0,-212,13.0,21,7,0,page_2_practice,Can
 ,-51.0,-212,13.0,21,8,0,page_2_practice,
W,-38.0,-212,13.0,21,9,0,page_2_practice,We
e,-25.0,-212,13.0,21,10,0,page_2_practice,We
 ,-12.0,-212,13.0,21,11,0,page_2_practice,
L,1.0,-212,13.0,21,12,0,page_2_practice,Learn
e,14.0,-212,13.0,21,13,0,page_2_practice,Learn
a,27.0,-212,13.0,21,14,0,page_2_practice,Learn
r,40.0,-212,13.0,21,15,0,page_2_practice,Learn
n,53.0,-212,13.0,21,16,0,page_2_practice,Learn
 ,66.0,-212,13.0,21,17,0,page_2_practice,
F,79.0,-212,13.0,21,18,0,page_2_practice,From
r,92.0,-212,13.0,21,19,0,page_2_practice,From
o,105.0,-212,13.0,21,20,0,page_2_practice,From
m,118.0,-212,13.0,21,21,0,page_2_practice,From
 ,131.0,-212,13.0,21,22,0,page_2_practice,
T,144.0,-212,13.0,21,23,0,page_2_practice,This
h,157.0,-212,13.0,21,24,0,page_2_practice,This
i,170.0,-212,13.0,21,25,0,page_2_practice,This
s,183.0,-212,13.0,21,26,0,page_2_practice,This
 ,196.0,-212,13.0,21,27,0,page_2_practice,
B,209.0,-212,13.0,21,28,0,page_2_practice,Blog
l,222.0,-212,13.0,21,29,0,page_2_practice,Blog
o,235.0,-212,13.0,21,30,0,page_2_practice,Blog
g,248.0,-212,13.0,21,31,0,page_2_practice,Blog
T,-155.0,-139,13.0,21,0,0,page_2_practice,The
h,-142.0,-139,13.0,21,1,0,page_2_practice,The
e,-129.0,-139,13.0,21,2,0,page_2_practice,The
 ,-116.0,-139,13.0,21,3,0,page_2_practice,
b,-103.0,-139,13.0,21,4,0,page_2_practice,blog’s
l,-90.0,-139,13.0,21,5,0,page_2_practice,blog’s
o,-77.0,-139,13.0,21,6,0,page_2_practice,blog’s
g,-64.0,-139,13.0,21,7,0,page_2_practice,blog’s
’,-51.0,-139,13.0,21,8,0,page_2_practice,blog’s
s,-38.0,-139,13.0,21,9,0,page_2_practice,blog’s
 ,-25.0,-139,13.0,21,10,0,page_2_practice,
s,-12.0,-139,13.0,21,11,0,page_2_practice,simple
i,1.0,-139,13.0,21,12,0,page_2_practice,simple
m,14.0,-139,13.0,21,13,0,page_2_practice,simple
p,27.0,-139,13.0,21,14,0,page_2_practice,simple
l,40.0,-139,13.0,21,15,0,page_2_practice,simple
e,53.0,-139,13.0,21,16,0,page_2_practice,simple
 ,66.0,-139,13.0,21,17,0,page_2_practice,
b,79.0,-139,13.0,21,18,0,page_2_practice,black-and-white
l,92.0,-139,13.0,21,19,0,page_2_practice,black-and-white
a,105.0,-139,13.0,21,20,0,page_2_practice,black-and-white
c,118.0,-139,13.0,21,21,0,page_2_practice,black-and-white
k,131.0,-139,13.0,21,22,0,page_2_practice,black-and-white
-,144.0,-139,13.0,21,23,0,page_2_practice,black-and-white
a,157.0,-139,13.0,21,24,0,page_2_practice,black-and-white
n,170.0,-139,13.0,21,25,0,page_2_practice,black-and-white
d,183.0,-139,13.0,21,26,0,page_2_practice,black-and-white
-,196.0,-139,13.0,21,27,0,page_2_practice,black-and-white
w,209.0,-139,13.0,21,28,0,page_2_practice,black-and-white
h,222.0,-139,13.0,21,29,0,page_2_practice,black-and-white
i,235.0,-139,13.0,21,30,0,page_2_practice,black-and-white
t,248.0,-139,13.0,21,31,0,page_2_practice,black-and-white
e,261.0,-139,13.0,21,32,0,page_2_practice,black-and-white
 ,274.0,-139,13.0,21,33,0,page_2_practice,
t,287.0,-139,13.0,21,34,0,page_2_practice,theme
h,300.0,-139,13.0,21,35,0,page_2_practice,theme
e,313.0,-139,13.0,21,36,0,page_2_practice,theme
m,326.0,-139,13.0,21,37,0,page_2_practice,theme
e,339.0,-139,13.0,21,38,0,page_2_practice,theme
 ,352.0,-139,13.0,21,39,0,page_2_practice,
g,365.0,-139,13.0,21,40,0,page_2_practice,gives
i,378.0,-139,13.0,21,41,0,page_2_practice,gives
v,391.0,-139,13.0,21,42,0,page_2_practice,gives
e,404.0,-139,13.0,21,43,0,page_2_practice,gives
s,417.0,-139,13.0,21,44,0,page_2_practice,gives
 ,430.0,-139,13.0,21,45,0,page_2_practice,
i,443.0,-139,13.0,21,46,0,page_2_practice,it
t,456.0,-139,13.0,21,47,0,page_2_practice,it
 ,469.0,-139,13.0,21,48,0,page_2_practice,
a,482.0,-139,13.0,21,49,0,page_2_practice,a
 ,495.0,-139,13.0,21,50,0,page_2_practice,
s,508.0,-139,13.0,21,51,0,page_2_practice,sleek
l,521.0,-139,13.0,21,52,0,page_2_practice,sleek
e,534.0,-139,13.0,21,53,0,page_2_practice,sleek
e,547.0,-139,13.0,21,54,0,page_2_practice,sleek
k,560.0,-139,13.0,21,55,0,page_2_practice,sleek
 ,573.0,-139,13.0,21,56,0,page_2_practice,
l,586.0,-139,13.0,21,57,0,page_2_practice,look
o,599.0,-139,13.0,21,58,0,page_2_practice,look
o,612.0,-139,13.0,21,59,0,page_2_practice,look
k,625.0,-139,13.0,21,60,0,page_2_practice,look
 ,638.0,-139,13.0,21,61,0,page_2_practice,
f,651.0,-139,13.0,21,62,0,page_2_practice,fitting
i,664.0,-139,13.0,21,63,0,page_2_practice,fitting
t,677.0,-139,13.0,21,64,0,page_2_practice,fitting
t,690.0,-139,13.0,21,65,0,page_2_practice,fitting
i,703.0,-139,13.0,21,66,0,page_2_practice,fitting
n,716.0,-139,13.0,21,67,0,page_2_practice,fitting
g,729.0,-139,13.0,21,68,0,page_2_practice,fitting
 ,742.0,-139,13.0,21,69,0,page_2_practice,
f,755.0,-139,13.0,21,70,0,page_2_practice,for
o,768.0,-139,13.0,21,71,0,page_2_practice,for
r,781.0,-139,13.0,21,72,0,page_2_practice,for
 ,794.0,-139,13.0,21,73,0,page_2_practice,
a,807.0,-139,13.0,21,74,0,page_2_practice,a
 ,820.0,-139,13.0,21,75,0,page_2_practice,
t,833.0,-139,13.0,21,76,0,page_2_practice,technology
e,846.0,-139,13.0,21,77,0,page_2_practice,technology
c,859.0,-139,13.0,21,78,0,page_2_practice,technology
h,872.0,-139,13.0,21,79,0,page_2_practice,technology
n,885.0,-139,13.0,21,80,0,page_2_practice,technology
o,898.0,-139,13.0,21,81,0,page_2_practice,technology
l,911.0,-139,13.0,21,82,0,page_2_practice,technology
o,924.0,-139,13.0,21,83,0,page_2_practice,technology
g,937.0,-139,13.0,21,84,0,page_2_practice,technology
y,950.0,-139,13.0,21,85,0,page_2_practice,technology
 ,963.0,-139,13.0,21,86,0,page_2_practice,
b,976.0,-139,13.0,21,87,0,page_2_practice,blog.
l,989.0,-139,13.0,21,88,0,page_2_practice,blog.
o,1002.0,-139,13.0,21,89,0,page_2_practice,blog.
g,1015.0,-139,13.0,21,90,0,page_2_practice,blog.
.,1028.0,-139,13.0,21,91,0,page_2_practice,blog.
 ,1041.0,-139,13.0,21,92,0,page_2_practice,
U,1054.0,-139,13.0,21,93,0,page_2_practice,Upon
p,1067.0,-139,13.0,21,94,0,page_2_practice,Upon
o,1080.0,-139,13.0,21,95,0,page_2_practice,Upon
n,1093.0,-139,13.0,21,96,0,page_2_practice,Upon
 ,1106.0,-139,13.0,21,97,0,page_2_practice,
a,1119.0,-139,13.0,21,98,0,page_2_practice,accessing
c,1132.0,-139,13.0,21,99,0,page_2_practice,accessing
c,1145.0,-139,13.0,21,100,0,page_2_practice,accessing
e,1158.0,-139,13.0,21,101,0,page_2_practice,accessing
s,1171.0,-139,13.0,21,102,0,page_2_practice,accessing
s,1184.0,-139,13.0,21,103,0,page_2_practice,accessing
i,1197.0,-139,13.0,21,104,0,page_2_practice,accessing
n,1210.0,-139,13.0,21,105,0,page_2_practice,accessing
g,1223.0,-139,13.0,21,106,0,page_2_practice,accessing
 ,1236.0,-139,13.0,21,107,0,page_2_practice,
t,1249.0,-139,13.0,21,108,0,page_2_practice,the
h,1262.0,-139,13.0,21,109,0,page_2_practice,the
e,1275.0,-139,13.0,21,110,0,page_2_practice,the
 ,1288.0,-139,13.0,21,111,0,page_2_practice,
w,1301.0,-139,13.0,21,112,0,page_2_practice,"website,"
e,1314.0,-139,13.0,21,113,0,page_2_practice,"website,"
b,1327.0,-139,13.0,21,114,0,page_2_practice,"website,"
s,1340.0,-139,13.0,21,115,0,page_2_practice,"website,"
i,1353.0,-139,13.0,21,116,0,page_2_practice,"website,"
t,1366.0,-139,13.0,21,117,0,page_2_practice,"website,"
e,1379.0,-139,13.0,21,118,0,page_2_practice,"website,"
",",1392.0,-139,13.0,21,119,0,page_2_practice,"website,"
 ,1405.0,-139,13.0,21,120,0,page_2_practice,
v,1418.0,-139,13.0,21,121,0,page_2_practice,visitors’
i,1431.0,-139,13.0,21,122,0,page_2_practice,visitors’
s,1444.0,-139,13.0,21,123,0,page_2_practice,visitors’
i,1457.0,-139,13.0,21,124,0,page_2_practice,visitors’
t,1470.0,-139,13.0,21,125,0,page_2_practice,visitors’
o,1483.0,-139,13.0,21,126,0,page_2_practice,visitors’
r,1496.0,-139,13.0,21,127,0,page_2_practice,visitors’
s,1509.0,-139,13.0,21,128,0,page_2_practice,visitors’
’,1522.0,-139,13.0,21,129,0,page_2_practice,visitors’
e,-155.0,-66,13.0,21,0,2,page_2_practice,eyes
y,-142.0,-66,13.0,21,1,2,page_2_practice,eyes
e,-129.0,-66,13.0,21,2,2,page_2_practice,eyes
s,-116.0,-66,13.0,21,3,2,page_2_practice,eyes
 ,-103.0,-66,13.0,21,4,2,page_2_practice,
a,-90.0,-66,13.0,21,5,2,page_2_practice,are
r,-77.0,-66,13.0,21,6,2,page_2_practice,are
e,-64.0,-66,13.0,21,7,2,page_2_practice,are
 ,-51.0,-66,13.0,21,8,2,page_2_practice,
i,-38.0,-66,13.0,21,9,2,page_2_practice,immediately
m,-25.0,-66,13.0,21,10,2,page_2_practice,immediately
m,-12.0,-66,13.0,21,11,2,page_2_practice,immediately
e,1.0,-66,13.0,21,12,2,page_2_practice,immediately
d,14.0,-66,13.0,21,13,2,page_2_practice,immediately
i,27.0,-66,13.0,21,14,2,page_2_practice,immediately
a,40.0,-66,13.0,21,15,2,page_2_practice,immediately
t,53.0,-66,13.0,21,16,2,page_2_practice,immediately
e,66.0,-66,13.0,21,17,2,page_2_practice,immediately
l,79.0,-66,13.0,21,18,2,page_2_practice,immediately
y,92.0,-66,13.0,21,19,2,page_2_practice,immediately
 ,105.0,-66,13.0,21,20,2,page_2_practice,
d,118.0,-66,13.0,21,21,2,page_2_practice,drawn
r,131.0,-66,13.0,21,22,2,page_2_practice,drawn
a,144.0,-66,13.0,21,23,2,page_2_practice,drawn
w,157.0,-66,13.0,21,24,2,page_2_practice,drawn
n,170.0,-66,13.0,21,25,2,page_2_practice,drawn
 ,183.0,-66,13.0,21,26,2,page_2_practice,
t,196.0,-66,13.0,21,27,2,page_2_practice,to
o,209.0,-66,13.0,21,28,2,page_2_practice,to
 ,222.0,-66,13.0,21,29,2,page_2_practice,
t,235.0,-66,13.0,21,30,2,page_2_practice,the
h,248.0,-66,13.0,21,31,2,page_2_practice,the
e,261.0,-66,13.0,21,32,2,page_2_practice,the
 ,274.0,-66,13.0,21,33,2,page_2_practice,
c,287.0,-66,13.0,21,34,2,page_2_practice,collage
o,300.0,-66,13.0,21,35,2,page_2_practice,collage
l,313.0,-66,13.0,21,36,2,page_2_practice,collage
l,326.0,-66,13.0,21,37,2,page_2_practice,collage
a,339.0,-66,13.0,21,38,2,page_2_practice,collage
g,352.0,-66,13.0,21,39,2,page_2_practice,collage
e,365.0,-66,13.0,21,40,2,page_2_practice,collage
 ,378.0,-66,13.0,21,41,2,page_2_practice,
o,391.0,-66,13.0,21,42,2,page_2_practice,of
f,404.0,-66,13.0,21,43,2,page_2_practice,of
 ,417.0,-66,13.0,21,44,2,page_2_practice,
p,430.0,-66,13.0,21,45,2,page_2_practice,photos
h,443.0,-66,13.0,21,46,2,page_2_practice,photos
o,456.0,-66,13.0,21,47,2,page_2_practice,photos
t,469.0,-66,13.0,21,48,2,page_2_practice,photos
o,482.0,-66,13.0,21,49,2,page_2_practice,photos
s,495.0,-66,13.0,21,50,2,page_2_practice,photos
 ,508.0,-66,13.0,21,51,2,page_2_practice,
a,521.0,-66,13.0,21,52,2,page_2_practice,and
n,534.0,-66,13.0,21,53,2,page_2_practice,and
d,547.0,-66,13.0,21,54,2,page_2_practice,and
 ,560.0,-66,13.0,21,55,2,page_2_practice,
h,573.0,-66,13.0,21,56,2,page_2_practice,headlines
e,586.0,-66,13.0,21,57,2,page_2_practice,headlines
a,599.0,-66,13.0,21,58,2,page_2_practice,headlines
d,612.0,-66,13.0,21,59,2,page_2_practice,headlines
l,625.0,-66,13.0,21,60,2,page_2_practice,headlines
i,638.0,-66,13.0,21,61,2,page_2_practice,headlines
n,651.0,-66,13.0,21,62,2,page_2_practice,headlines
e,664.0,-66,13.0,21,63,2,page_2_practice,headlines
s,677.0,-66,13.0,21,64,2,page_2_practice,headlines
 ,690.0,-66,13.0,21,65,2,page_2_practice,
o,703.0,-66,13.0,21,66,2,page_2_practice,of
f,716.0,-66,13.0,21,67,2,page_2_practice,of
 ,729.0,-66,13.0,21,68,2,page_2_practice,
t,742.0,-66,13.0,21,69,2,page_2_practice,their
h,755.0,-66,13.0,21,70,2,page_2_practice,their
e,768.0,-66,13.0,21,71,2,page_2_practice,their
i,781.0,-66,13.0,21,72,2,page_2_practice,their
r,794.0,-66,13.0,21,73,2,page_2_practice,their
 ,807.0,-66,13.0,21,74,2,page_2_practice,
m,820.0,-66,13.0,21,75,2,page_2_practice,most
o,833.0,-66,13.0,21,76,2,page_2_practice,most
s,846.0,-66,13.0,21,77,2,page_2_practice,most
t,859.0,-66,13.0,21,78,2,page_2_practice,most
 ,872.0,-66,13.0,21,79,2,page_2_practice,
r,885.0,-66,13.0,21,80,2,page_2_practice,recent
e,898.0,-66,13.0,21,81,2,page_2_practice,recent
c,911.0,-66,13.0,21,82,2,page_2_practice,recent
e,924.0,-66,13.0,21,83,2,page_2_practice,recent
n,937.0,-66,13.0,21,84,2,page_2_practice,recent
t,950.0,-66,13.0,21,85,2,page_2_practice,recent
 ,963.0,-66,13.0,21,86,2,page_2_practice,
a,976.0,-66,13.0,21,87,2,page_2_practice,and
n,989.0,-66,13.0,21,88,2,page_2_practice,and
d,1002.0,-66,13.0,21,89,2,page_2_practice,and
 ,1015.0,-66,13.0,21,90,2,page_2_practice,
p,1028.0,-66,13.0,21,91,2,page_2_practice,popular
o,1041.0,-66,13.0,21,92,2,page_2_practice,popular
p,1054.0,-66,13.0,21,93,2,page_2_practice,popular
u,1067.0,-66,13.0,21,94,2,page_2_practice,popular
l,1080.0,-66,13.0,21,95,2,page_2_practice,popular
a,1093.0,-66,13.0,21,96,2,page_2_practice,popular
r,1106.0,-66,13.0,21,97,2,page_2_practice,popular
 ,1119.0,-66,13.0,21,98,2,page_2_practice,
a,1132.0,-66,13.0,21,99,2,page_2_practice,articles.
r,1145.0,-66,13.0,21,100,2,page_2_practice,articles.
t,1158.0,-66,13.0,21,101,2,page_2_practice,articles.
i,1171.0,-66,13.0,21,102,2,page_2_practice,articles.
c,1184.0,-66,13.0,21,103,2,page_2_practice,articles.
l,1197.0,-66,13.0,21,104,2,page_2_practice,articles.
e,1210.0,-66,13.0,21,105,2,page_2_practice,articles.
s,1223.0,-66,13.0,21,106,2,page_2_practice,articles.
.,1236.0,-66,13.0,21,107,2,page_2_practice,articles.
 ,1249.0,-66,13.0,21,108,2,page_2_practice,
F,1262.0,-66,13.0,21,109,2,page_2_practice,Further
u,1275.0,-66,13.0,21,110,2,page_2_practice,Further
r,1288.0,-66,13.0,21,111,2,page_2_practice,Further
t,1301.0,-66,13.0,21,112,2,page_2_practice,Further
h,1314.0,-66,13.0,21,113,2,page_2_practice,Further
e,1327.0,-66,13.0,21,114,2,page_2_practice,Further
r,1340.0,-66,13.0,21,115,2,page_2_practice,Further
 ,1353.0,-66,13.0,21,116,2,page_2_practice,
d,1366.0,-66,13.0,21,117,2,page_2_practice,down
o,1379.0,-66,13.0,21,118,2,page_2_practice,down
w,1392.0,-66,13.0,21,119,2,page_2_practice,down
n,1405.0,-66,13.0,21,120,2,page_2_practice,down
 ,1418.0,-66,13.0,21,121,2,page_2_practice,
t,1431.0,-66,13.0,21,122,2,page_2_practice,the
h,1444.0,-66,13.0,21,123,2,page_2_practice,the
e,1457.0,-66,13.0,21,124,2,page_2_practice,the
 ,1470.0,-66,13.0,21,125,2,page_2_practice,
p,1483.0,-66,13.0,21,126,2,page_2_practice,"page,"
a,1496.0,-66,13.0,21,127,2,page_2_practice,"page,"
g,1509.0,-66,13.0,21,128,2,page_2_practice,"page,"
e,1522.0,-66,13.0,21,129,2,page_2_practice,"page,"
",",1535.0,-66,13.0,21,130,2,page_2_practice,"page,"
m,-155.0,7,13.0,21,0,4,page_2_practice,more
o,-142.0,7,13.0,21,1,4,page_2_practice,more
r,-129.0,7,13.0,21,2,4,page_2_practice,more
e,-116.0,7,13.0,21,3,4,page_2_practice,more
 ,-103.0,7,13.0,21,4,4,page_2_practice,
a,-90.0,7,13.0,21,5,4,page_2_practice,article
r,-77.0,7,13.0,21,6,4,page_2_practice,article
t,-64.0,7,13.0,21,7,4,page_2_practice,article
i,-51.0,7,13.0,21,8,4,page_2_practice,article
c,-38.0,7,13.0,21,9,4,page_2_practice,article
l,-25.0,7,13.0,21,10,4,page_2_practice,article
e,-12.0,7,13.0,21,11,4,page_2_practice,article
 ,1.0,7,13.0,21,12,4,page_2_practice,
h,14.0,7,13.0,21,13,4,page_2_practice,headlines
e,27.0,7,13.0,21,14,4,page_2_practice,headlines
a,40.0,7,13.0,21,15,4,page_2_practice,headlines
d,53.0,7,13.0,21,16,4,page_2_practice,headlines
l,66.0,7,13.0,21,17,4,page_2_practice,headlines
i,79.0,7,13.0,21,18,4,page_2_practice,headlines
n,92.0,7,13.0,21,19,4,page_2_practice,headlines
e,105.0,7,13.0,21,20,4,page_2_practice,headlines
s,118.0,7,13.0,21,21,4,page_2_practice,headlines
 ,131.0,7,13.0,21,22,4,page_2_practice,
a,144.0,7,13.0,21,23,4,page_2_practice,are
r,157.0,7,13.0,21,24,4,page_2_practice,are
e,170.0,7,13.0,21,25,4,page_2_practice,are
 ,183.0,7,13.0,21,26,4,page_2_practice,
s,196.0,7,13.0,21,27,4,page_2_practice,sorted
o,209.0,7,13.0,21,28,4,page_2_practice,sorted
r,222.0,7,13.0,21,29,4,page_2_practice,sorted
t,235.0,7,13.0,21,30,4,page_2_practice,sorted
e,248.0,7,13.0,21,31,4,page_2_practice,sorted
d,261.0,7,13.0,21,32,4,page_2_practice,sorted
 ,274.0,7,13.0,21,33,4,page_2_practice,
b,287.0,7,13.0,21,34,4,page_2_practice,by
y,300.0,7,13.0,21,35,4,page_2_practice,by
 ,313.0,7,13.0,21,36,4,page_2_practice,
t,326.0,7,13.0,21,37,4,page_2_practice,the
h,339.0,7,13.0,21,38,4,page_2_practice,the
e,352.0,7,13.0,21,39,4,page_2_practice,the
 ,365.0,7,13.0,21,40,4,page_2_practice,
m,378.0,7,13.0,21,41,4,page_2_practice,most
o,391.0,7,13.0,21,42,4,page_2_practice,most
s,404.0,7,13.0,21,43,4,page_2_practice,most
t,417.0,7,13.0,21,44,4,page_2_practice,most
 ,430.0,7,13.0,21,45,4,page_2_practice,
r,443.0,7,13.0,21,46,4,page_2_practice,recent
e,456.0,7,13.0,21,47,4,page_2_practice,recent
c,469.0,7,13.0,21,48,4,page_2_practice,recent
e,482.0,7,13.0,21,49,4,page_2_practice,recent
n,495.0,7,13.0,21,50,4,page_2_practice,recent
t,508.0,7,13.0,21,51,4,page_2_practice,recent
 ,521.0,7,13.0,21,52,4,page_2_practice,
t,534.0,7,13.0,21,53,4,page_2_practice,to
o,547.0,7,13.0,21,54,4,page_2_practice,to
 ,560.0,7,13.0,21,55,4,page_2_practice,
t,573.0,7,13.0,21,56,4,page_2_practice,the
h,586.0,7,13.0,21,57,4,page_2_practice,the
e,599.0,7,13.0,21,58,4,page_2_practice,the
 ,612.0,7,13.0,21,59,4,page_2_practice,
o,625.0,7,13.0,21,60,4,page_2_practice,oldest
l,638.0,7,13.0,21,61,4,page_2_practice,oldest
d,651.0,7,13.0,21,62,4,page_2_practice,oldest
e,664.0,7,13.0,21,63,4,page_2_practice,oldest
s,677.0,7,13.0,21,64,4,page_2_practice,oldest
t,690.0,7,13.0,21,65,4,page_2_practice,oldest
 ,703.0,7,13.0,21,66,4,page_2_practice,
a,716.0,7,13.0,21,67,4,page_2_practice,and
n,729.0,7,13.0,21,68,4,page_2_practice,and
d,742.0,7,13.0,21,69,4,page_2_practice,and
 ,755.0,7,13.0,21,70,4,page_2_practice,
a,768.0,7,13.0,21,71,4,page_2_practice,accompanied
c,781.0,7,13.0,21,72,4,page_2_practice,accompanied
c,794.0,7,13.0,21,73,4,page_2_practice,accompanied
o,807.0,7,13.0,21,74,4,page_2_practice,accompanied
m,820.0,7,13.0,21,75,4,page_2_practice,accompanied
p,833.0,7,13.0,21,76,4,page_2_practice,accompanied
a,846.0,7,13.0,21,77,4,page_2_practice,accompanied
n,859.0,7,13.0,21,78,4,page_2_practice,accompanied
i,872.0,7,13.0,21,79,4,page_2_practice,accompanied
e,885.0,7,13.0,21,80,4,page_2_practice,accompanied
d,898.0,7,13.0,21,81,4,page_2_practice,accompanied
 ,911.0,7,13.0,21,82,4,page_2_practice,
b,924.0,7,13.0,21,83,4,page_2_practice,by
y,937.0,7,13.0,21,84,4,page_2_practice,by
 ,950.0,7,13.0,21,85,4,page_2_practice,
a,963.0,7,13.0,21,86,4,page_2_practice,a
 ,976.0,7,13.0,21,87,4,page_2_practice,
p,989.0,7,13.0,21,88,4,page_2_practice,picture
i,1002.0,7,13.0,21,89,4,page_2_practice,picture
c,1015.0,7,13.0,21,90,4,page_2_practice,picture
t,1028.0,7,13.0,21,91,4,page_2_practice,picture
u,1041.0,7,13.0,21,92,4,page_2_practice,picture
r,1054.0,7,13.0,21,93,4,page_2_practice,picture
e,1067.0,7,13.0,21,94,4,page_2_practice,picture
 ,1080.0,7,13.0,21,95,4,page_2_practice,
a,1093.0,7,13.0,21,96,4,page_2_practice,and
n,1106.0,7,13.0,21,97,4,page_2_practice,and
d,1119.0,7,13.0,21,98,4,page_2_practice,and
 ,1132.0,7,13.0,21,99,4,page_2_practice,
s,1145.0,7,13.0,21,100,4,page_2_practice,sentence
e,1158.0,7,13.0,21,101,4,page_2_practice,sentence
n,1171.0,7,13.0,21,102,4,page_2_practice,sentence
t,1184.0,7,13.0,21,103,4,page_2_practice,sentence
e,1197.0,7,13.0,21,104,4,page_2_practice,sentence
n,1210.0,7,13.0,21,105,4,page_2_practice,sentence
c,1223.0,7,13.0,21,106,4,page_2_practice,sentence
e,1236.0,7,13.0,21,107,4,page_2_practice,sentence
 ,1249.0,7,13.0,21,108,4,page_2_practice,
s,1262.0,7,13.0,21,109,4,page_2_practice,summarizing
u,1275.0,7,13.0,21,110,4,page_2_practice,summarizing
m,1288.0,7,13.0,21,111,4,page_2_practice,summarizing
m,1301.0,7,13.0,21,112,4,page_2_practice,summarizing
a,1314.0,7,13.0,21,113,4,page_2_practice,summarizing
r,1327.0,7,13.0,21,114,4,page_2_practice,summarizing
i,1340.0,7,13.0,21,115,4,page_2_practice,summarizing
z,1353.0,7,13.0,21,116,4,page_2_practice,summarizing
i,1366.0,7,13.0,21,117,4,page_2_practice,summarizing
n,1379.0,7,13.0,21,118,4,page_2_practice,summarizing
g,1392.0,7,13.0,21,119,4,page_2_practice,summarizing
 ,1405.0,7,13.0,21,120,4,page_2_practice,
t,1418.0,7,13.0,21,121,4,page_2_practice,the
h,1431.0,7,13.0,21,122,4,page_2_practice,the
e,1444.0,7,13.0,21,123,4,page_2_practice,the
 ,1457.0,7,13.0,21,124,4,page_2_practice,
a,1470.0,7,13.0,21,125,4,page_2_practice,article’s
r,1483.0,7,13.0,21,126,4,page_2_practice,article’s
t,1496.0,7,13.0,21,127,4,page_2_practice,article’s
i,1509.0,7,13.0,21,128,4,page_2_practice,article’s
c,1522.0,7,13.0,21,129,4,page_2_practice,article’s
l,1535.0,7,13.0,21,130,4,page_2_practice,article’s
e,1548.0,7,13.0,21,131,4,page_2_practice,article’s
’,1561.0,7,13.0,21,132,4,page_2_practice,article’s
s,1574.0,7,13.0,21,133,4,page_2_practice,article’s
c,-155.0,80,13.0,21,0,6,page_2_practice,content.
o,-142.0,80,13.0,21,1,6,page_2_practice,content.
n,-129.0,80,13.0,21,2,6,page_2_practice,content.
t,-116.0,80,13.0,21,3,6,page_2_practice,content.
e,-103.0,80,13.0,21,4,6,page_2_practice,content.
n,-90.0,80,13.0,21,5,6,page_2_practice,content.
t,-77.0,80,13.0,21,6,6,page_2_practice,content.
.,-64.0,80,13.0,21,7,6,page_2_practice,content.
 ,-51.0,80,13.0,21,8,6,page_2_practice,
T,-38.0,80,13.0,21,9,6,page_2_practice,This
h,-25.0,80,13.0,21,10,6,page_2_practice,This
i,-12.0,80,13.0,21,11,6,page_2_practice,This
s,1.0,80,13.0,21,12,6,page_2_practice,This
 ,14.0,80,13.0,21,13,6,page_2_practice,
l,27.0,80,13.0,21,14,6,page_2_practice,lets
e,40.0,80,13.0,21,15,6,page_2_practice,lets
t,53.0,80,13.0,21,16,6,page_2_practice,lets
s,66.0,80,13.0,21,17,6,page_2_practice,lets
 ,79.0,80,13.0,21,18,6,page_2_practice,
v,92.0,80,13.0,21,19,6,page_2_practice,visitors
i,105.0,80,13.0,21,20,6,page_2_practice,visitors
s,118.0,80,13.0,21,21,6,page_2_practice,visitors
i,131.0,80,13.0,21,22,6,page_2_practice,visitors
t,144.0,80,13.0,21,23,6,page_2_practice,visitors
o,157.0,80,13.0,21,24,6,page_2_practice,visitors
r,170.0,80,13.0,21,25,6,page_2_practice,visitors
s,183.0,80,13.0,21,26,6,page_2_practice,visitors
 ,196.0,80,13.0,21,27,6,page_2_practice,
k,209.0,80,13.0,21,28,6,page_2_practice,know
n,222.0,80,13.0,21,29,6,page_2_practice,know
o,235.0,80,13.0,21,30,6,page_2_practice,know
w,248.0,80,13.0,21,31,6,page_2_practice,know
 ,261.0,80,13.0,21,32,6,page_2_practice,
t,274.0,80,13.0,21,33,6,page_2_practice,that
h,287.0,80,13.0,21,34,6,page_2_practice,that
a,300.0,80,13.0,21,35,6,page_2_practice,that
t,313.0,80,13.0,21,36,6,page_2_practice,that
 ,326.0,80,13.0,21,37,6,page_2_practice,
t,339.0,80,13.0,21,38,6,page_2_practice,the
h,352.0,80,13.0,21,39,6,page_2_practice,the
e,365.0,80,13.0,21,40,6,page_2_practice,the
 ,378.0,80,13.0,21,41,6,page_2_practice,
b,391.0,80,13.0,21,42,6,page_2_practice,blog
l,404.0,80,13.0,21,43,6,page_2_practice,blog
o,417.0,80,13.0,21,44,6,page_2_practice,blog
g,430.0,80,13.0,21,45,6,page_2_practice,blog
 ,443.0,80,13.0,21,46,6,page_2_practice,
i,456.0,80,13.0,21,47,6,page_2_practice,is
s,469.0,80,13.0,21,48,6,page_2_practice,is
 ,482.0,80,13.0,21,49,6,page_2_practice,
